Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Philadelphia,2/5/2024 5:51,1.34,44.7,0.4,12.01
Los Angeles,3/7/2024 11:21,32.58,41.13,9.23,1.87
San Antonio,2/14/2024 2:46,-9.24,78.61,1.21,28.57
Philadelphia,4/19/2024 9:32,-0.68,71.4,5.58,0.26
Chicago,3/2/2024 19:46,3.74,53.24,3.48,12.85
Houston,4/21/2024 3:59,19.07,32.06,7,9.52
Houston,3/17/2024 21:53,-9.23,63.98,0.17,11.38
Phoenix,2/4/2024 22:00,19.42,81.51,1.62,6.31
Los Angeles,1/31/2024 12:58,26.54,30.54,3.41,15.91
Los Angeles,4/22/2024 19:01,19.39,90,5.66,20.23
Chicago,3/30/2024 23:41,-6.54,42.74,9.06,6.81
Phoenix,3/1/2024 23:15,32.82,34.01,2.14,22.03
Chicago,1/26/2024 9:12,27.79,86.12,6.81,6.95
San Antonio,1/18/2024 2:10,37.09,36.11,8.03,11.69
New York,4/1/2024 11:24,27.52,65.26,0.98,12.73
Houston,3/1/2024 20:01,25.64,45.89,2.92,8.69
San Antonio,2/21/2024 15:13,11.76,44.86,9.71,14.78
Dallas,3/2/2024 6:15,27.87,89.73,8.99,9.93
Dallas,2/10/2024 21:43,10.73,87.11,5.14,3.96
Chicago,5/16/2024 8:37,30.02,44.48,6.58,5.88
Philadelphia,4/16/2024 9:53,25.36,65.65,2.46,12.92
Dallas,2/13/2024 3:31,-4.51,64.03,8.22,1.91
Houston,1/7/2024 13:18,-3.22,48.54,5.78,15.24
San Antonio,3/14/2024 4:22,23.25,73.93,7.38,1.32
Chicago,2/19/2024 13:14,37.47,30.77,4.33,11.72
Chicago,1/27/2024 9:00,-8.24,30.78,7.21,26.92
San Antonio,4/8/2024 6:10,22.39,30.82,3.4,18.74
San Diego,5/15/2024 13:09,-6.69,74.8,1.39,16.82
San Antonio,1/14/2024 0:50,-3.68,71.36,1.1,21.84
Phoenix,1/29/2024 12:56,34.39,61.18,2.57,6.81
Dallas,1/17/2024 16:20,35.52,51.86,7.48,16.76
San Antonio,2/3/2024 7:47,18.79,45.67,3.06,29.77
Philadelphia,4/2/2024 15:50,-7.01,37.29,0.5,11.13
New York,2/3/2024 23:27,25.17,79.42,5.5,29.53
San Jose,2/25/2024 12:20,-0.28,87.96,5.91,5.31
Chicago,4/15/2024 19:23,-9.16,34.66,3.98,16.73
San Antonio,4/29/2024 4:21,-7.3,77.59,0.49,17.98
Phoenix,3/17/2024 15:59,-4.74,66.56,1.77,11.58
Chicago,4/20/2024 15:09,-8.86,73.23,4.43,7.04
San Diego,5/8/2024 16:18,11.74,51.26,0.89,12.22
Los Angeles,3/9/2024 21:28,15.99,44.41,1.05,5.7
New York,4/2/2024 15:43,18.09,85.75,6.33,11.63
Philadelphia,3/8/2024 5:59,12.33,84.15,9.74,24.76
San Jose,5/5/2024 19:46,-7.75,60.17,3.45,23.14
Dallas,3/12/2024 21:33,8.14,49.93,9.15,6.34
Dallas,1/27/2024 15:07,27.93,34.59,5.49,19.71
Chicago,4/9/2024 6:31,6.45,86.78,3.79,7.05
Philadelphia,2/11/2024 6:55,17.81,80.09,3.1,14.71
Chicago,2/3/2024 1:29,5.23,48.09,9.61,5.98
Los Angeles,5/10/2024 15:20,37.99,80.87,7.75,14.22
Los Angeles,3/3/2024 6:55,32.51,70.59,2.69,14.44
Los Angeles,2/19/2024 6:18,28.27,60.97,2.76,29.28
San Antonio,1/29/2024 1:27,-1.39,44.03,7.97,17.95
Houston,4/27/2024 14:45,2.63,79.54,4.61,14.87
San Jose,2/22/2024 21:09,0.09,89.71,5.57,27.05
New York,3/21/2024 14:44,21.39,65.71,6.26,16.62
Philadelphia,1/18/2024 22:34,11.5,78.02,5.55,14.62
San Diego,1/22/2024 19:26,16.22,52.68,6.47,26.87
San Diego,5/3/2024 8:03,-7.19,61.28,9.44,25.01
Phoenix,2/23/2024 16:36,22.66,68.2,6.98,3.26
Los Angeles,1/9/2024 14:47,12.28,85.03,7.5,13.4
San Jose,1/9/2024 13:42,25.19,71.44,8.77,29.19
Philadelphia,5/9/2024 12:30,37.72,71.76,2.59,13.78
Dallas,5/3/2024 5:28,39.82,51.08,3.02,14.06
Phoenix,1/8/2024 15:48,-12.66,60.23,13.55,22.71
San Antonio,5/1/2024 9:01,6.7,41.33,0.71,5.99
Philadelphia,4/3/2024 4:49,0.63,57.25,1.81,19.44
Phoenix,2/11/2024 20:43,26.09,66.26,2.64,10.79
Chicago,5/16/2024 21:46,34.53,60.28,3.55,11.5
San Antonio,4/26/2024 3:28,38.26,59.68,4.94,21.18
Philadelphia,2/11/2024 0:40,18.28,43.43,2.92,29.86
Dallas,4/6/2024 15:59,25.67,63.89,5.69,12.25
Los Angeles,3/24/2024 3:25,23.08,36.07,9.97,14.04
Philadelphia,3/7/2024 5:38,-5.83,41.9,5.68,11.82
San Diego,2/24/2024 10:43,14.03,60.45,0.03,24.57
San Antonio,1/19/2024 0:24,13.61,78.63,9.98,9.11
Houston,5/4/2024 0:45,8.6,41.82,9.45,4.81
San Diego,2/12/2024 6:52,0.05,71.23,1.7,20.8
San Antonio,2/2/2024 6:46,32.01,58.02,2.73,25.91
Dallas,5/13/2024 19:49,25.15,32.03,0.96,14.2
Dallas,1/23/2024 1:18,20.23,89.97,4.09,20.28
San Diego,5/10/2024 10:57,23.04,51.77,3.85,22.05
Houston,1/12/2024 14:29,34.29,30.63,6.6,8.68
Philadelphia,5/4/2024 10:56,4.02,73.23,2.51,13.35
Philadelphia,3/12/2024 17:00,2.53,42.28,7.11,10.1
San Diego,1/31/2024 15:21,30.41,64.56,4.51,27.87
San Jose,3/18/2024 18:51,5.38,84.5,4.46,19.53
Philadelphia,3/23/2024 4:14,-7.71,63.85,6.96,16.01
New York,4/6/2024 21:54,-2.82,50.44,6.65,11.52
Philadelphia,2/3/2024 6:24,-2.16,85.05,5.23,23.19
San Diego,1/11/2024 6:23,38.43,35.72,2.2,4.1
San Jose,2/22/2024 6:34,35.09,34.59,6.28,1.66
Phoenix,4/13/2024 9:55,38.38,69.75,2.48,15.25
Los Angeles,2/28/2024 11:05,35.06,89.69,8.9,13.76
San Antonio,1/30/2024 7:08,19.39,45.01,0.92,4.16
Los Angeles,2/19/2024 13:15,36.69,43.94,0.49,13.66
Houston,2/14/2024 0:57,-4.27,76.02,6.41,4.29
New York,2/14/2024 18:11,34.84,77.57,4.7,25.22
New York,1/15/2024 21:43,5.4,48.34,1.47,12.99
Phoenix,1/31/2024 5:23,-10.94,89.07,4.11,9.12
San Diego,2/20/2024 19:53,8.88,55.46,8.89,16.28
Los Angeles,5/2/2024 7:35,15.57,71.62,3.38,28.71
Dallas,3/25/2024 12:34,16.69,64.68,1.12,14.29
Chicago,5/7/2024 19:49,25.11,60.39,1.88,20.23
Los Angeles,3/3/2024 7:37,14.37,65.66,0.69,15.17
Phoenix,1/29/2024 11:35,20.61,59.11,8.18,5.98
Phoenix,5/2/2024 16:33,29.27,52.12,3.46,8
Chicago,3/3/2024 23:53,36.6,44.14,6.97,28.2
New York,2/23/2024 10:13,21.75,40.6,2.54,2.24
Houston,5/16/2024 9:43,23.22,47.44,3.72,22.36
Phoenix,1/21/2024 6:04,2.01,88.91,11.21,0.05
Los Angeles,4/18/2024 23:51,38.58,68.5,5.9,15.01
San Antonio,5/15/2024 17:46,-9.28,55.29,5.85,7.48
Phoenix,4/9/2024 11:12,14.9,67.6,3.27,20.67
Chicago,2/2/2024 13:42,29.93,40.29,2.32,16.48
New York,4/22/2024 0:55,20.16,87.64,7.58,28.27
Houston,1/13/2024 20:41,20.82,77.77,5.58,28.51
Houston,3/1/2024 21:08,29.36,47.7,8.51,19.91
San Diego,1/7/2024 13:33,28.82,58.14,1.99,7.61
Chicago,4/20/2024 18:49,5.32,37.05,6.87,3.11
Phoenix,2/11/2024 7:15,-9.19,83.29,4.79,3.52
San Antonio,3/4/2024 23:05,-9.38,69.33,8.68,10.73
Dallas,3/28/2024 23:41,10.01,36.33,5.89,20.42
San Antonio,2/2/2024 1:10,13.97,30.39,4.35,18.84
Phoenix,3/7/2024 22:29,20.74,71.58,1.02,28.14
San Jose,1/22/2024 19:06,7.17,41.6,4.93,25.78
San Jose,1/24/2024 2:34,23.73,67.79,1.39,20.25
New York,3/13/2024 8:31,20.32,46.61,8.01,19.89
San Jose,3/6/2024 9:20,36.34,55.88,8.19,17.98
San Antonio,1/26/2024 16:04,-7.06,76.33,2.03,6.67
San Diego,3/5/2024 17:02,38.51,54.28,1.68,18.45
Philadelphia,5/8/2024 18:52,-2.45,69.13,6.28,2.88
San Antonio,5/4/2024 17:34,-4.48,65.09,2.12,1.98
San Jose,3/25/2024 12:22,35.11,76.42,0.35,2.77
San Diego,4/15/2024 10:46,37.07,50.05,0.42,8.19
Philadelphia,2/22/2024 5:47,16.32,63.24,9.88,24.25
Los Angeles,2/14/2024 19:04,1.72,82.27,3.54,3.68
San Antonio,1/18/2024 16:50,16.35,84.37,8.95,19.23
San Antonio,5/9/2024 22:35,6.01,73.88,8.84,1.97
New York,4/2/2024 15:29,-2.13,80.53,2.62,15.21
Philadelphia,2/26/2024 10:50,18.43,88.75,0.16,2.21
San Antonio,3/9/2024 9:16,27.42,31.84,4.6,23.37
Dallas,1/9/2024 21:42,34.48,62.98,8.07,15.52
Los Angeles,3/28/2024 12:03,2.65,73.92,4.48,28.42
New York,3/29/2024 16:33,19.63,67.84,1.48,17.58
New York,5/7/2024 9:17,13.5,81.62,5.71,18.53
San Antonio,3/21/2024 6:55,-3.65,71.95,5.87,13.66
Philadelphia,3/24/2024 13:00,39.08,49.94,1.32,18.77
Dallas,2/13/2024 2:14,30.83,85.79,5.53,13.34
Philadelphia,3/26/2024 2:23,7.2,47.96,2.21,19.38
Philadelphia,4/22/2024 21:31,1.72,63.82,1.23,5.78
Chicago,3/31/2024 12:54,39.82,74.84,5.84,18.45
New York,2/6/2024 4:17,4.73,88.4,3.36,8.45
Chicago,3/24/2024 17:10,6.03,40.4,5.13,24.34
Los Angeles,1/1/2024 23:47,22.75,41.18,4.5,1.95
San Diego,1/8/2024 8:37,28.88,37.63,1.17,7.25
Chicago,5/1/2024 14:42,-4.34,57.44,9.4,23.1
San Antonio,4/28/2024 3:21,36.34,60.22,0.52,14.86
Los Angeles,5/14/2024 3:52,30.19,30.27,5.14,17.13
New York,3/12/2024 1:44,29.71,31.76,9.14,8.7
New York,2/15/2024 7:19,24.94,78.84,7.54,29.6
Houston,3/2/2024 6:42,15.21,48.8,0.16,10.21
Los Angeles,3/14/2024 18:50,32.8,44.75,1.36,4.89
San Diego,3/8/2024 23:43,-3.58,56.16,6.49,15.5
Phoenix,2/27/2024 23:06,3.68,77.77,6.67,0.26
San Jose,4/2/2024 0:59,33.06,81.06,3.11,2.72
San Diego,5/18/2024 10:27,-5.76,38.5,9.81,1.59
Philadelphia,5/5/2024 3:06,11.49,60.39,4.07,7.18
San Jose,4/5/2024 21:28,-0.54,74.2,6.3,27.11
New York,3/8/2024 19:10,-4.46,81.95,3.07,21.43
Chicago,4/21/2024 17:51,39.63,85.86,1.98,24.08
Dallas,2/2/2024 22:28,26.02,75.94,0.91,2.65
Philadelphia,4/8/2024 7:55,27.1,52.14,6.18,20.63
New York,1/11/2024 18:32,-6.65,39.66,3.03,17.9
New York,5/12/2024 15:48,-8.78,53.27,0.94,11.69
Phoenix,5/18/2024 5:24,18.4,86.65,0.18,18.77
San Antonio,2/25/2024 3:34,38,43.92,6.28,17.72
Phoenix,3/20/2024 8:55,14.36,78.35,6.24,26.52
Chicago,4/1/2024 19:37,20.53,49.01,6.48,16.23
San Jose,2/20/2024 13:07,5.9,73.84,0.67,8.85
San Antonio,3/1/2024 9:50,5.05,53.78,9.41,11.78
New York,2/19/2024 12:39,36.64,37.29,1.3,6.37
San Antonio,3/31/2024 6:36,16.3,32,4.63,15.67
Philadelphia,3/2/2024 14:40,8.77,58.18,3.36,8.72
Philadelphia,4/29/2024 12:13,-5.13,45.84,5.24,4.67
Philadelphia,1/22/2024 12:53,16.65,85.93,0.03,15.67
New York,2/8/2024 4:49,1.48,67.51,0.02,7.87
San Antonio,5/3/2024 9:37,-5.77,80.35,9.25,1.7
San Jose,1/11/2024 22:46,-1.86,36.59,7.45,18.29
New York,1/2/2024 21:20,-7.97,51.54,4.23,27.06
New York,1/17/2024 5:12,30.23,84.98,3.34,9.23
San Jose,4/17/2024 0:39,-0.68,48.18,7.16,20.2
San Antonio,4/13/2024 19:24,24.89,64.05,1.26,21.75
San Diego,2/22/2024 21:27,36.3,70.35,7.74,11.97
Dallas,2/15/2024 14:47,11.17,43.28,1.52,2.4
New York,5/7/2024 2:02,2.5,83.67,0.78,3.93
Chicago,4/7/2024 1:15,-2.3,56.48,9.26,13.28
San Antonio,3/2/2024 8:06,29.73,87.82,6.43,24.65
San Diego,4/28/2024 14:29,5.18,69.69,0.66,1.96
Chicago,2/27/2024 16:46,37.79,50.15,3.49,9.8
Chicago,2/27/2024 14:20,18.6,63.17,4.7,27.24
San Jose,5/13/2024 23:09,4.79,63.54,7.42,0.9
San Antonio,1/24/2024 23:31,8.33,32.81,7.05,15.19
San Antonio,1/30/2024 16:10,2.68,79.39,3.2,9.55
New York,4/24/2024 16:19,34.55,51.11,7.63,10.04
New York,2/3/2024 1:16,25.83,57.04,6.6,25.83
Chicago,4/14/2024 2:08,-2.17,33.54,8.18,27.98
New York,2/18/2024 20:47,24.03,52.21,9.42,11.38
San Antonio,2/15/2024 1:48,18.98,34.81,8.64,27.21
Dallas,4/24/2024 16:20,6.13,87.12,0.68,16.72
Phoenix,5/13/2024 2:56,4.09,51.6,8.88,25.61
New York,4/16/2024 9:17,6.02,40.08,9.61,20.14
San Diego,1/14/2024 0:03,11.23,76.14,4.81,13.15
Chicago,3/13/2024 22:46,18.59,35.25,5.77,3.36
San Diego,2/17/2024 9:36,-7.46,42.7,6.24,28.84
Los Angeles,4/21/2024 17:03,8.99,68.5,2.64,26.1
Los Angeles,2/27/2024 4:52,18.76,64.58,5.49,0.51
New York,5/17/2024 13:00,8.64,68.3,1.44,6.58
San Antonio,1/28/2024 22:38,39.17,58.53,9.39,18.67
San Diego,1/9/2024 0:51,4.4,74.72,4.05,15.71
San Antonio,1/8/2024 9:06,32.92,66.33,2.85,24.76
Phoenix,4/22/2024 14:56,11.88,76.37,9.15,7.13
San Jose,2/21/2024 15:56,-4.08,89.99,2.14,5.71
Dallas,3/24/2024 2:41,13.2,32.32,1.26,23.3
New York,2/2/2024 0:05,16.85,37.3,8.04,3
San Antonio,4/20/2024 23:44,-1.45,31.51,8.69,6.49
Chicago,2/2/2024 13:16,17.4,88.45,2.46,26.27
San Diego,1/21/2024 22:42,39.1,51.44,7.54,19.36
Dallas,5/6/2024 0:20,36.57,69.32,1.09,18.73
Dallas,5/12/2024 2:32,7.42,79.41,8.24,25.95
San Antonio,3/15/2024 19:38,21.49,70.11,5.78,16.45
Philadelphia,5/8/2024 11:36,8.34,45.41,4.61,11.64
Houston,1/28/2024 20:44,35.77,47.49,3.47,22.35
Chicago,4/11/2024 23:29,9.32,42.24,9.24,1.75
Los Angeles,1/13/2024 22:16,32.44,34.72,5.89,29.54
Los Angeles,4/7/2024 16:28,14.49,31.97,6.34,16.05
San Jose,1/26/2024 20:16,-2.84,83.37,9.02,4.2
San Jose,3/15/2024 18:14,-9.41,37.87,3.59,9.11
Philadelphia,4/24/2024 7:02,25.15,62.11,5.15,20.41
Chicago,4/20/2024 22:33,10.58,50.49,7.04,15.52
San Jose,4/5/2024 23:15,0.83,77.16,1.74,29.72
Philadelphia,4/4/2024 2:11,7.61,40.94,7.9,2.35
Houston,3/2/2024 6:57,-9.57,56.74,6.79,21.54
Dallas,1/24/2024 6:34,10.54,44.23,9.82,6.86
Phoenix,3/21/2024 16:33,39.7,69,0.94,15.68
New York,2/9/2024 9:55,4.38,61.68,3.9,17.55
Chicago,2/7/2024 1:40,-7.68,34.7,4.11,1.25
New York,3/9/2024 23:36,22.74,88.22,1.7,13.09
Philadelphia,3/14/2024 23:54,16.37,66.59,6.54,12.31
Philadelphia,2/17/2024 0:32,21.94,32.99,4.51,15.69
Chicago,1/5/2024 23:42,-5.16,74.54,5.48,5.1
Los Angeles,1/14/2024 5:16,35.31,77.5,4.27,1.82
San Diego,3/19/2024 5:01,-1.15,62.7,9.87,9.71
Phoenix,3/31/2024 6:06,27.13,72.65,5.35,23.19
Philadelphia,1/19/2024 3:42,11.3,43.87,3.24,27.46
Chicago,3/14/2024 6:55,28.4,64.15,4.98,5.01
New York,5/10/2024 20:15,25.96,33.14,7.63,19.57
Phoenix,2/13/2024 16:47,29.27,60.49,7.71,11.26
San Jose,1/20/2024 18:51,22.73,69.05,2.89,17.2
San Diego,2/19/2024 7:08,24.69,46.49,6.17,17.48
New York,4/24/2024 10:45,15.84,30.34,7.09,18.39
Houston,5/13/2024 15:21,30,86.5,8.76,2.6
San Jose,3/2/2024 20:54,11.58,69.9,2.88,12.72
Phoenix,3/6/2024 2:28,1.63,73.07,9.39,6.91
Dallas,3/11/2024 11:47,5.22,46.48,9.3,14.24
Dallas,3/24/2024 20:42,-3.09,36.28,8.13,19.38
Dallas,4/9/2024 9:01,6.99,39.24,9.86,6.3
Los Angeles,1/31/2024 21:31,3.8,70.56,5.16,0.33
San Jose,3/5/2024 5:00,37.89,59.04,1.42,2.46
Dallas,2/14/2024 14:47,-6.08,89.2,4.33,13.49
Los Angeles,2/20/2024 21:49,-2.77,66.36,6.21,18.13
Philadelphia,5/6/2024 18:56,-9.22,64.39,1.39,25.72
Phoenix,4/20/2024 14:04,20.28,56.07,1.43,5.22
San Jose,4/28/2024 2:10,4.67,76.93,9.25,16.04
San Jose,1/6/2024 4:39,0.16,36.15,4.08,13.2
Los Angeles,4/8/2024 5:27,30.1,59.34,4.97,9.91
Houston,1/1/2024 3:20,-8.63,30.04,8.78,0.91
Dallas,1/24/2024 5:31,21.64,31.32,8.98,18.44
San Diego,4/18/2024 18:41,3.97,75.65,0.24,21.89
Chicago,3/24/2024 13:46,20.14,86.37,9.94,5.3
San Diego,4/5/2024 6:01,-0.28,58.24,0.91,16.12
San Jose,2/17/2024 11:54,2.68,83.02,5.56,8.48
Houston,2/20/2024 21:20,4.21,40.01,8.56,19.31
Philadelphia,3/23/2024 16:42,32.26,35.56,5.22,8.58
Chicago,2/21/2024 4:58,13.93,78.12,9,2.77
San Antonio,5/7/2024 0:47,36.59,87.53,7.42,26.92
Houston,3/13/2024 19:52,31.51,63.52,1.84,12.8
Phoenix,3/17/2024 2:19,28.66,35.41,6.27,0.88
Chicago,4/30/2024 9:53,30.99,83.72,5.68,18.11
Chicago,2/15/2024 8:48,32.66,87.01,6.37,4.52
San Jose,3/6/2024 19:30,10.94,67.35,6.78,14.2
Phoenix,2/18/2024 8:06,12.43,57.42,12.13,10.16
San Diego,3/20/2024 12:36,16.45,38.9,8.34,1.03
Los Angeles,2/26/2024 16:59,13.57,57.22,7.93,3.09
Phoenix,4/28/2024 3:14,-7.49,61.37,1.03,29.74
San Jose,4/15/2024 2:46,1.53,76.85,1.82,13.55
San Jose,2/21/2024 14:06,37.25,71.35,1.59,1.21
San Jose,4/15/2024 3:30,-5.65,85.94,5.43,3.33
Chicago,2/6/2024 21:25,-8.07,79.61,0.49,18.39
Philadelphia,3/31/2024 21:24,11.66,81.52,7.18,28.5
Philadelphia,3/13/2024 6:57,27.69,71.38,8.63,22.2
San Jose,3/27/2024 9:10,29.95,46.74,8.28,4.02
Houston,3/21/2024 9:45,10.21,63.53,8.73,16.1
San Diego,2/10/2024 1:36,-1.41,48.93,1.13,7.19
Philadelphia,2/3/2024 19:46,10.82,78.75,5.6,11.72
New York,3/18/2024 19:32,15.43,79.82,0.7,10.37
San Jose,4/27/2024 2:18,0.24,63.15,4.07,7.24
Phoenix,3/16/2024 9:38,23.53,70.91,2.89,4.35
New York,1/5/2024 20:02,12.24,33.7,7.91,26.36
Dallas,3/7/2024 3:29,5.2,38.06,3.82,1.19
New York,2/1/2024 21:58,15.86,85.17,2.23,26.72
Dallas,4/12/2024 0:00,25.57,81.45,6.87,21.85
Chicago,3/12/2024 11:08,35.96,34.94,7.82,2.02
Chicago,3/18/2024 16:04,10.89,42.47,6.2,28.22
San Antonio,2/4/2024 19:13,-7.39,86.03,3.27,4.59
Los Angeles,5/6/2024 2:40,-4.93,55.93,3.52,13.95
San Diego,4/2/2024 6:22,34.06,64.83,1.39,24.49
San Jose,3/26/2024 7:39,19.87,76.44,2.89,12.56
Phoenix,4/8/2024 14:10,9.88,39.36,5.64,28.7
Los Angeles,5/12/2024 17:06,4.09,89.91,7.67,22.8
Los Angeles,3/29/2024 16:15,-3.81,56.42,9.43,5.25
Houston,2/27/2024 16:12,-8.01,64.26,9.54,26.88
San Jose,4/8/2024 7:23,23.26,73.72,0.55,13.26
New York,3/30/2024 4:54,-6.32,55.33,6.22,5.75
Philadelphia,3/2/2024 12:54,38.83,52.58,0.84,15.26
Chicago,4/14/2024 0:41,1.27,84.04,8.35,9.37
New York,1/25/2024 20:22,5.04,36.53,0.89,2.46
Houston,1/25/2024 10:14,0.84,55.06,2.82,17.4
San Diego,1/12/2024 2:45,1.62,89.46,4.39,22.16
Dallas,4/9/2024 7:46,-3.39,36.04,6.75,3.81
Dallas,2/29/2024 11:20,16.53,74.98,4.47,8.56
New York,4/26/2024 2:18,26.45,73.17,2.66,23.21
Phoenix,2/24/2024 1:32,4.76,69.54,1.16,1.42
Phoenix,3/10/2024 14:31,-3.58,42.66,3.61,6.79
Houston,5/13/2024 0:00,5.66,46.98,4.69,24.44
Chicago,1/30/2024 23:47,6.57,51.08,9.73,4.24
Dallas,4/21/2024 3:39,-2.44,52.11,7.91,22.99
Philadelphia,3/25/2024 21:09,22.63,50.67,4.05,14.49
Phoenix,2/2/2024 21:39,9.87,48.86,6.3,2.24
Philadelphia,2/2/2024 2:03,34.04,87.4,1.16,12.26
Chicago,4/3/2024 11:36,-4.42,72.78,1.86,2.5
Los Angeles,4/24/2024 8:34,14.78,82.28,1.81,24.89
San Antonio,4/29/2024 7:14,39.51,55.03,1.11,2.75
San Jose,1/17/2024 23:03,24.4,62.69,5.65,16.92
San Diego,1/25/2024 14:49,4.68,33.27,2.18,3.88
San Jose,4/21/2024 10:55,6.61,52.03,8.48,13.56
Houston,5/10/2024 2:23,-5.91,65.2,8.3,25.88
San Antonio,2/20/2024 21:12,32.31,56.25,8.88,29.41
Dallas,3/18/2024 9:00,31.98,75.84,2.32,28.55
Houston,2/12/2024 15:31,5.23,79.15,6.15,24.99
San Antonio,1/31/2024 5:41,19.32,43.5,8.15,4.15
Dallas,4/16/2024 14:19,20.45,45.56,7.97,26.94
Houston,4/10/2024 7:27,24.73,77.18,1.59,17.12
San Jose,5/12/2024 8:14,22.4,60.33,0.33,13.62
Chicago,3/31/2024 18:41,19.2,52.43,1.92,8.65
San Jose,2/18/2024 13:37,16.87,82.55,6.35,12.19
Los Angeles,2/21/2024 10:57,20.96,62.14,9.13,17.88
San Antonio,3/21/2024 9:25,30.69,63.3,9.42,6.66
Dallas,2/14/2024 2:07,-4.31,76.18,1.19,29.07
Los Angeles,3/20/2024 5:47,21.2,86.42,2.89,18.89
New York,4/11/2024 9:19,6.92,60.53,6.03,0.47
Dallas,4/22/2024 15:26,-4.42,84.05,0.94,15.08
Phoenix,5/3/2024 14:59,17.13,43.6,7.66,28.33
Houston,3/17/2024 8:03,-9.14,34.7,8.4,11.66
New York,1/29/2024 18:06,39.49,32.25,4.69,23.69
San Jose,2/27/2024 0:19,28.63,79.28,9.69,5.69
Dallas,2/5/2024 15:00,32.51,49.1,9.03,8.36
San Diego,5/16/2024 22:56,31.36,70.08,8.14,15.99
Houston,4/3/2024 15:20,-8.17,51.04,6.06,11.63
New York,4/9/2024 12:06,30.09,78.44,9.03,25.74
San Jose,3/5/2024 12:51,27.05,53.5,1.54,24.44
Dallas,4/7/2024 22:31,27.76,83.82,0.84,3.59
Phoenix,1/16/2024 20:07,29.1,59.02,10.82,15.67
New York,2/2/2024 21:05,24.71,40.71,6.19,16.25
Houston,4/9/2024 10:01,8.37,38.7,3.47,12.57
Philadelphia,3/8/2024 20:02,29.29,73.28,7.38,20.76
San Diego,3/10/2024 15:53,-4.1,86.43,1.21,1.08
Phoenix,4/4/2024 11:01,38.9,78.03,7.71,11.82
Phoenix,2/3/2024 10:31,32.15,75.54,9.16,29.37
Dallas,2/25/2024 23:20,37.84,51.98,0.83,12.15
San Jose,3/10/2024 11:45,28.53,59.37,9.77,7.53
San Diego,4/25/2024 18:08,33.17,58.6,1.79,1.81
Chicago,3/1/2024 18:56,-4.05,34.2,7.6,15.39
Los Angeles,3/20/2024 9:50,26.69,33.61,5.18,11.18
Houston,2/28/2024 18:41,2.48,40.31,5.36,10.01
Dallas,2/12/2024 0:42,31.89,40.47,5.5,17.32
New York,5/18/2024 7:56,0.13,86.94,9.05,9.51
San Antonio,5/2/2024 14:18,31.49,50.6,6.06,10.99
Houston,3/21/2024 17:58,-1.19,81.68,8.05,24.07
San Jose,4/14/2024 23:29,-6.09,48.99,2.38,1.68
Houston,3/18/2024 18:52,-9.2,52.76,8.21,9.15
San Diego,2/16/2024 17:56,4.12,56.07,6.8,17.41
Houston,4/8/2024 13:31,5.32,87.86,0.76,5.24
Los Angeles,5/2/2024 21:32,9.13,48.38,1.14,16.09
New York,1/24/2024 9:35,-7.86,42,7.78,0.25
Los Angeles,2/6/2024 1:58,14.95,39.03,3.26,11.45
Dallas,2/19/2024 14:44,-7.82,38.78,5.08,4.14
Phoenix,4/21/2024 19:24,10.53,70.38,5.48,25.14
Chicago,3/6/2024 19:54,20.66,80.14,6.9,28.01
Chicago,4/29/2024 9:43,14.9,63.05,4.61,28.54
Houston,3/24/2024 8:25,21.8,54.06,2.26,25.6
Chicago,4/6/2024 14:40,34.56,76.12,3.15,28.47
San Diego,1/22/2024 14:40,-4.1,47.84,5.1,0.55
Chicago,4/8/2024 8:53,36.5,39.97,3.31,23.05
Dallas,3/11/2024 22:35,7.54,49.34,7.21,25.09
Los Angeles,3/3/2024 15:12,27.83,89.42,7.56,25.35
San Diego,3/4/2024 1:36,24.27,32.44,9.8,10.74
New York,1/5/2024 17:55,24.53,46.51,4.96,28.37
Dallas,3/2/2024 5:19,0.36,36.64,0.8,24.17
Houston,1/21/2024 17:49,34.51,30.09,2.58,6.5
Philadelphia,2/24/2024 21:37,30.59,33.85,9.2,27.9
Chicago,1/27/2024 2:47,-5.85,35.03,2.59,10.44
Chicago,2/13/2024 7:58,37,38.87,4.08,5.98
Houston,2/29/2024 19:40,17.11,56.35,0.8,22.16
Dallas,5/18/2024 11:17,-2.36,85.02,3.18,23.27
Chicago,5/1/2024 10:22,21.09,32.72,6.83,6.59
San Jose,4/24/2024 21:34,36.37,71.47,0.03,20.17
Los Angeles,5/18/2024 3:24,6.82,89.38,1.37,6.8
Dallas,5/10/2024 4:17,9.57,34.55,1.84,4.94
New York,2/19/2024 18:10,30.97,60.86,9.67,15.32
Chicago,4/16/2024 14:32,-9.02,58.42,7.02,28.88
Phoenix,4/12/2024 14:40,23.08,51.01,0.93,7.83
Houston,3/20/2024 4:40,27.64,87.88,3.26,29.31
San Jose,2/12/2024 19:13,1.68,31.03,8.84,3.38
Houston,3/30/2024 0:35,-1.74,40.29,2.33,26.14
New York,3/9/2024 6:00,-7.31,79.69,3.22,18.34
Chicago,2/4/2024 22:15,-6.12,69.52,9.14,0.74
Houston,4/22/2024 12:35,1.63,80.2,3.46,25.52
Phoenix,3/23/2024 11:00,25.19,85.66,2.29,21.77
San Jose,1/2/2024 18:56,13.68,62.06,4.04,19.83
